adl_id,city,state,date,Type,Nature,Perpetrator,Target,Location,cityID
6850,Binghamton,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-binghamton
9797,Peru,NY,2019-05-01,Harassment,Nazi,Student,Not Specified,In School,ny-peru
10362,Margaretville,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-margaretville
10362,Margaretville,NY,2019-06-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,ny-margaretville
4273,Amherst,NY,2017-08-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ny-amherst
4273,Amherst,NY,2017-08-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-amherst
1805,Brooklyn,NY,2016-03-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-brooklyn
412,Brooklyn,NY,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
1817,Brooklyn,NY,2016-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ny-brooklyn
355,Brooklyn,NY,2016-06-01,Harassment,General Antisemitism,Parent,Parent,School Event,ny-brooklyn
360,Brooklyn,NY,2016-08-01,Harassment,General Antisemitism,Not Specified,Student,Off-Campus,ny-brooklyn
4056,Brooklyn,NY,2017-01-01,Harassment,General Antisemitism,Outsider,School Personnel,School Grounds,ny-brooklyn
4056,Brooklyn,NY,2017-01-01,Harassment,General Antisemitism,Outsider,Student,School Grounds,ny-brooklyn
4182,Brooklyn,NY,2017-04-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ny-brooklyn
4211,Brooklyn,NY,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-brooklyn
4233,Brooklyn,NY,2017-06-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ny-brooklyn
4307,Brooklyn,NY,2017-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-brooklyn
4335,Brooklyn,NY,2017-10-01,Harassment,General Antisemitism,Student,Student,In School,ny-brooklyn
5761,Brooklyn,NY,2018-03-01,Vandalism,General Antisemitism,Not Specified,School,School Grounds,ny-brooklyn
6074,Brooklyn,NY,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
6060,Brooklyn,NY,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
6977,Brooklyn,NY,2018-12-01,Harassment,Nazi,Outsider,Student,Off-Campus,ny-brooklyn
7055,Brooklyn,NY,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
10051,Brooklyn,NY,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
9857,Brooklyn,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
10534,Brooklyn,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
12113,Brooklyn,NY,2019-11-01,Harassment,General Antisemitism,Outsider,Student,Off-Campus,ny-brooklyn
12190,Brooklyn,NY,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-brooklyn
10312,Pittsford,NY,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-pittsford
10312,Pittsford,NY,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ny-pittsford
4370,Cedarhurst,NY,2017-11-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,ny-cedarhurst
791,East Garden City,NY,2016-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-east garden city
10557,Great Neck,NY,2019-03-01,Harassment,General Antisemitism,Student,Student,In School,ny-great neck
1058,Hewlett,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-hewlett
9648,Levittown,NY,2019-03-01,Cyberbullying,General Antisemitism,Student,Not Specified,Social Media,ny-levittown
12303,North Merrick,NY,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-north merrick
4300,Old Westbury,NY,2017-09-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-old westbury
4300,Old Westbury,NY,2017-09-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ny-old westbury
1972,Port Washington,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-port washington
4366,Port Washington,NY,2017-11-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-port washington
4366,Port Washington,NY,2017-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-port washington
4366,Port Washington,NY,2017-11-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ny-port washington
10310,Seaford,NY,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-seaford
10311,Seaford,NY,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-seaford
10360,Seaford,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-seaford
10360,Seaford,NY,2019-06-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ny-seaford
10474,Seaford,NY,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-seaford
4287,Syosset,NY,2017-08-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-syosset
4287,Syosset,NY,2017-08-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-syosset
11948,Woodmere,NY,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-woodmere
1484,New York,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
4195,New York,NY,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
4364,New York,NY,2017-11-01,Harassment,Holocaust Denial,Not Specified,School,In School,ny-new york
4364,New York,NY,2017-11-01,Harassment,Nazi,Not Specified,School,In School,ny-new york
5574,New York,NY,2018-01-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-new york
5574,New York,NY,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
5638,New York,NY,2018-02-01,Performance,Nazi,Teacher,Not Specified,In School,ny-new york
5608,New York,NY,2018-02-01,Harassment,Nazi,Student,Not Specified,Not Specified,ny-new york
5615,New York,NY,2018-02-01,Harassment,General Antisemitism,Student,Student,In School,ny-new york
6057,New York,NY,2018-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
6466,New York,NY,2018-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
6950,New York,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
6918,New York,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
10299,New York,NY,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
10354,New York,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
12223,New York,NY,2019-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new york
4187,Belle Harbor,NY,2017-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-belle harbor
4187,Belle Harbor,NY,2017-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-belle harbor
9855,Forest Hills,NY,2019-06-01,Harassment,Nazi,Teacher,Not Specified,In School,ny-forest hills
9855,Forest Hills,NY,2019-06-01,Harassment,Conspiracy,Student,Not Specified,In School,ny-forest hills
4161,Long Island City,NY,2017-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-long island city
6947,Long Island City,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-long island city
2022,Queens,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-queens
2022,Queens,NY,2016-11-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,ny-queens
5629,Queens,NY,2018-02-01,Harassment,General Antisemitism,Student,Not Specified,Not Specified,ny-queens
5629,Queens,NY,2018-02-01,Harassment,Nazi,Student,Not Specified,Not Specified,ny-queens
5751,Queens,NY,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-queens
10103,Rego Park,NY,2019-02-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-rego park
2361,Staten Island,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-staten island
2362,Staten Island,NY,2016-11-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-staten island
9850,Staten Island,NY,2019-06-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-staten island
11957,Spring Valley,NY,2019-09-01,Harassment,Nazi,Student,Student,Not Specified,ny-spring valley
5738,Clifton Park,NY,2018-03-01,Harassment,General Antisemitism,Student,Not Specified,School Event,ny-clifton park
5738,Clifton Park,NY,2018-03-01,Harassment,Oppression Connection,Student,Not Specified,School Event,ny-clifton park
5738,Clifton Park,NY,2018-03-01,Harassment,Nazi,Student,Not Specified,School Event,ny-clifton park
6125,Clifton Park,NY,2018-06-01,Harassment,General Antisemitism,Student,Student,In School,ny-clifton park
6125,Clifton Park,NY,2018-06-01,Harassment,Nazi,Student,Student,In School,ny-clifton park
5721,Shenendehowa,NY,2018-03-01,Harassment,General Antisemitism,Student,Student,Not Specified,ny-shenendehowa
4327,Rotterdam,NY,2017-10-01,Harassment,General Antisemitism,School Personnel,Outsider,Not Specified,ny-rotterdam
718,Deer Park,NY,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-deer park
1067,Holbrook,NY,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-holbrook
5860,Westhampton,NY,2018-04-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-westhampton
5896,Westhampton Beach,NY,2018-04-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-westhampton beach
5748,Monticello,NY,2018-03-01,Harassment,Nazi,Student,Not Specified,School Trip,ny-monticello
6046,Monticello,NY,2018-05-01,Harassment,Holocaust Denial,Student,Not Specified,School Trip,ny-monticello
6649,Monticello,NY,2018-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-monticello
6543,Monticello,NY,2018-10-01,Performance,Nazi,Student,Not Specified,In School,ny-monticello
6722,Monticello,NY,2018-11-01,Harassment,General Antisemitism,Student,Not Specified,Not Specified,ny-monticello
6721,Monticello,NY,2018-11-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,ny-monticello
6826,Apalachin,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-apalachin
6990,Accord,NY,2018-12-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,ny-accord
10211,New Paltz,NY,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new paltz
4118,Saugerties,NY,2017-03-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,ny-saugerties
6106,Armonk,NY,2018-06-01,Harassment,General Antisemitism,Student,Student,In School,ny-armonk
10309,Chappaqua,NY,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-chappaqua
5570,Katonah,NY,2018-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-katonah
1725,New Rochelle,NY,2016-05-01,Harassment,General Antisemitism,Not Specified,Not Specified,Social Media,ny-new rochelle
6845,New Rochelle,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new rochelle
10145,New Rochelle,NY,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new rochelle
11698,New Rochelle,NY,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new rochelle
11723,New Rochelle,NY,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,ny-new rochelle
9789,New Rochelle,NY,2019-05-01,Harassment,Nazi,Teacher,Not Specified,In School,ny-new rochelle
12056,New Rochelle,NY,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new rochelle
10917,New Rochelle,NY,2019-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-new rochelle
12185,New Rochelle,NY,2019-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,ny-new rochelle
12040,Ossining,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-ossining
12040,Ossining,NY,2019-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,ny-ossining
10523,Pelham,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-pelham
10538,Pleasantville,NY,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-pleasantville
1969,Port Chester,NY,2016-08-01,Cyberbullying,Nazi,Student,Student,Social Media,ny-port chester
6849,Rye,NY,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-rye
11920,Scarsdale,NY,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-scarsdale
10471,Scarsdale,NY,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ny-scarsdale
5731,Chagrin Falls,OH,2018-03-01,Harassment,General Antisemitism,Student,Not Specified,In School,oh-chagrin falls
5731,Chagrin Falls,OH,2018-03-01,Harassment,Nazi,Student,Not Specified,In School,oh-chagrin falls
7002,Lakewood,OH,2018-12-01,Cyberbullying,Nazi,Student,Not Specified,Social Media,oh-lakewood
2504,University Heights,OH,2016-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,oh-university heights
6440,New Albany,OH,2018-09-01,Harassment,General Antisemitism,Not Specified,School,Social Media,oh-new albany
5731,Chagrin Falls,OH,2018-03-01,Harassment,General Antisemitism,Student,Not Specified,In School,oh-chagrin falls
5731,Chagrin Falls,OH,2018-03-01,Harassment,Nazi,Student,Not Specified,In School,oh-chagrin falls
9582,Cincinnati,OH,2019-02-01,Harassment,General Antisemitism,Student,Student,In School,oh-cincinnati
1781,North Canton,OH,2016-02-01,Harassment,General Antisemitism,Student,Student,In School,oh-north canton
12148,Marysville,OH,2019-12-01,Not Specified,Nazi,Teacher,Not Specified,In School,oh-marysville
12148,Marysville,OH,2019-12-01,Not Specified,Nazi,Student,Not Specified,In School,oh-marysville
10238,Norman,OK,2019-04-01,Vandalism,Nazi,Not Specified,Not Specified,In School,ok-norman
9584,Lake Oswego,OR,2019-02-01,Harassment,General Antisemitism,Not Specified,Student,In School,or-lake oswego
4459,Eugene,OR,2017-09-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,or-eugene
4459,Eugene,OR,2017-09-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,or-eugene
6671,Portland,OR,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,or-portland
6909,Portland,OR,2018-11-01,Vandalism,Nazi,Not Specified,Not Specified,In School,or-portland
9799,Portland,OR,2019-05-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,or-portland
10483,Portland,OR,2019-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,or-portland
10825,Beaverton,OR,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,or-beaverton
5741,Pittsburgh,PA,2018-03-01,Harassment,General Antisemitism,School Personnel,Outsider,School Event,pa-pittsburgh
2038,Reading,PA,2016-01-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,pa-reading
2037,Reading,PA,2016-03-01,Harassment,General Antisemitism,Not Specified,Not Specified,Not Specified,pa-reading
10542,Doylestown,PA,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,pa-doylestown
6643,Levittown,PA,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,pa-levittown
6643,Levittown,PA,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,pa-levittown
6645,Levittown,PA,2018-10-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,pa-levittown
6645,Levittown,PA,2018-10-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,pa-levittown
9800,Newtown,PA,2019-05-01,Harassment,General Antisemitism,Not Specified,Student,In School,pa-newtown
2550,Warrington,PA,2016-06-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,pa-warrington
5784,Newville,PA,2018-03-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,pa-newville
5784,Newville,PA,2018-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,pa-newville
5846,Hershey,PA,2018-04-01,Performance,Nazi,Student,Not Specified,In School,pa-hershey
5846,Hershey,PA,2018-04-01,Performance,Nazi,Teacher,Not Specified,In School,pa-hershey
9666,Bryn Mawr,PA,2019-03-01,Harassment,General Antisemitism,Outsider,Student,Not Specified,pa-bryn mawr
9585,Glen Mills,PA,2019-02-01,Harassment,Nazi,Student,Student,In School,pa-glen mills
9585,Glen Mills,PA,2019-02-01,Performance,Nazi,Student,Student,In School,pa-glen mills
1521,Media,PA,2016-12-01,Harassment,Nazi,Student,Student,In School,pa-media
1521,Media,PA,2016-12-01,Performance,Nazi,Student,Student,In School,pa-media
2400,Swarthmore,PA,2016-09-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,pa-swarthmore
5739,Wayne,PA,2018-03-01,Harassment,General Antisemitism,Student,Student,Social Media,pa-wayne
6767,Allentown,PA,2018-11-01,Cyberbullying,General Antisemitism,Student,Student,Social Media,pa-allentown
478,Center Valley,PA,2016-11-01,Vandalism,Nazi,Student,Not Specified,In School,pa-center valley
478,Center Valley,PA,2016-11-01,Performance,Nazi,Student,Not Specified,In School,pa-center valley
10832,Emmaus,PA,2019-10-01,Performance,General Antisemitism,Student,Student,In School,pa-emmaus
10832,Emmaus,PA,2019-10-01,Harassment,General Antisemitism,Student,Student,In School,pa-emmaus
7061,Kingston,PA,2018-12-01,Vandalism,General Antisemitism,Not Specified,Not Specified,School Grounds,pa-kingston
7061,Kingston,PA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,pa-kingston
7061,Kingston,PA,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,School Grounds,pa-kingston
9730,Erdenheim,PA,2019-04-01,Vandalism,General Antisemitism,Student,Student,In School,pa-erdenheim
9730,Erdenheim,PA,2019-04-01,Harassment,Nazi,Student,Student,In School,pa-erdenheim
9730,Erdenheim,PA,2019-04-01,Harassment,Money,Student,Student,In School,pa-erdenheim
1422,Lower Merion,PA,2016-06-01,Vandalism,Nazi,Not Specified,Student,Publication,pa-lower merion
2700,Wynnewood,PA,2016-02-01,Harassment,General Antisemitism,Not Specified,School,In School,pa-wynnewood
4484,Wynnewood,PA,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,pa-wynnewood
10828,Wynnewood,PA,2019-10-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,pa-wynnewood
1921,Philadelphia,PA,2016-12-01,Harassment,Nazi,Student,Teacher,In School,pa-philadelphia
5665,Philadelphia,PA,2018-02-01,Vandalism,Nazi,Not Specified,Not Specified,In School,pa-philadelphia
6719,Philadelphia,PA,2018-11-01,Literature Dump,General Antisemitism,Not Specified,Not Specified,In School,pa-philadelphia
6719,Philadelphia,PA,2018-11-01,Literature Dump,Oppression Connection,Not Specified,Not Specified,In School,pa-philadelphia
7069,Philadelphia,PA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,pa-philadelphia
9535,Philadelphia,PA,2019-01-01,Harassment,General Antisemitism,Student,Teacher,In School,pa-philadelphia
10179,Philadelphia,PA,2019-03-01,Vandalism,Nazi,Not Specified,Not Specified,In School,pa-philadelphia
9664,Philadelphia,PA,2019-03-01,Harassment,General Antisemitism,Outsider,Student,Off-Campus,pa-philadelphia
12127,Philadelphia,PA,2019-11-01,Harassment,Money,Student,Teacher,In School,pa-philadelphia
2636,Westfall,PA,2016-12-01,Harassment,General Antisemitism,Student,Student,School Grounds,pa-westfall
1641,Montrose,PA,2016-05-01,Vandalism,Nazi,Not Specified,Student,In School,pa-montrose
4567,Providence,RI,2017-03-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,ri-providence
4568,Providence,RI,2017-03-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,ri-providence
9537,Providence,RI,2019-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,ri-providence
10555,Charleston,SC,2019-02-01,Harassment,General Antisemitism,Student,Student,In School,sc-charleston
10555,Charleston,SC,2019-02-01,Harassment,Nazi,Student,Student,In School,sc-charleston
12201,Charleston,SC,2019-12-01,Harassment,General Antisemitism,Student,Student,In School,sc-charleston
2386,Summerville,SC,2016-03-01,Harassment,Nazi,Not Specified,Student,In School,sc-summerville
2386,Summerville,SC,2016-03-01,Performance,General Antisemitism,Not Specified,Student,School Grounds,sc-summerville
2386,Summerville,SC,2016-03-01,Vandalism,General Antisemitism,Not Specified,Student,School Grounds,sc-summerville
10555,Charleston,SC,2019-02-01,Harassment,General Antisemitism,Student,Student,In School,sc-charleston
10555,Charleston,SC,2019-02-01,Harassment,Nazi,Student,Student,In School,sc-charleston
12201,Charleston,SC,2019-12-01,Harassment,General Antisemitism,Student,Student,In School,sc-charleston
1658,Mount Pleasant,SC,2016-10-01,Vandalism,Nazi,Not Specified,Not Specified,In School,sc-mount pleasant
2386,Summerville,SC,2016-03-01,Harassment,Nazi,Not Specified,Student,In School,sc-summerville
2386,Summerville,SC,2016-03-01,Performance,General Antisemitism,Not Specified,Student,School Grounds,sc-summerville
2386,Summerville,SC,2016-03-01,Vandalism,General Antisemitism,Not Specified,Student,School Grounds,sc-summerville
5740,Pawleys Island,SC,2018-03-01,Harassment,General Antisemitism,Not Specified,Student,School Grounds,sc-pawleys island
9732,Greenville,SC,2019-04-01,Harassment,General Antisemitism,Student,Student,Not Specified,sc-greenville
9732,Greenville,SC,2019-04-01,Harassment,Nazi,Student,Student,Not Specified,sc-greenville
11655,Ooltewah,TN,2019-02-01,Harassment,General Antisemitism,Student,Student,Not Specified,tn-ooltewah
9587,Ooltewah,TN,2019-02-01,NA,NA,NA,NA,NA,tn-ooltewah
9670,Germantown,TN,2019-03-01,Harassment,General Antisemitism,Student,Student,Not Specified,tn-germantown
11704,Germantown,TN,2019-03-01,NA,NA,NA,NA,NA,tn-germantown
6529,San Antonio,TX,2018-10-01,Harassment,General Antisemitism,Not Specified,Student,Social Media,tx-san antonio
10059,San Antonio,TX,2019-01-01,Vandalism,Nazi,Student,Student,In School,tx-san antonio
9589,San Antonio,TX,2019-02-01,Harassment,Nazi,Student,Student,Not Specified,tx-san antonio
6529,San Antonio,TX,2018-10-01,Harassment,General Antisemitism,Not Specified,Student,Social Media,tx-san antonio
10059,San Antonio,TX,2019-01-01,Vandalism,Nazi,Student,Student,In School,tx-san antonio
9589,San Antonio,TX,2019-02-01,Harassment,Nazi,Student,Student,Not Specified,tx-san antonio
7118,Dallas,TX,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,tx-dallas
7118,Dallas,TX,2018-12-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,tx-dallas
5887,El Paso,TX,2018-04-01,Vandalism,Nazi,Not Specified,Student,In School,tx-el paso
6029,Sugar Land,TX,2018-05-01,Harassment,General Antisemitism,Student,Student,School Event,tx-sugar land
6029,Sugar Land,TX,2018-05-01,Harassment,Nazi,Student,Student,School Event,tx-sugar land
1085,Houston,TX,2016-03-01,Harassment,Nazi,Teacher,Student,In School,tx-houston
1089,Houston,TX,2016-11-01,Performance,Nazi,Student,Not Specified,In School,tx-houston
1091,Houston,TX,2016-12-01,Harassment,Nazi,Student,Student,Not Specified,tx-houston
4592,Houston,TX,2017-01-01,Performance,Nazi,Student,Not Specified,In School,tx-houston
7135,Houston,TX,2018-12-01,Vandalism,Nazi,Not Specified,Student,In School,tx-houston
10560,Houston,TX,2019-04-01,Harassment,General Antisemitism,Student,Student,In School,tx-houston
10560,Houston,TX,2019-04-01,Harassment,Nazi,Student,Student,In School,tx-houston
4619,Katy,TX,2017-04-01,Harassment,General Antisemitism,Teacher,Not Specified,In School,tx-katy
4619,Katy,TX,2017-04-01,Harassment,Nazi,Teacher,Not Specified,In School,tx-katy
152,Austin,TX,2016-05-01,Vandalism,Nazi,Not Specified,Not Specified,In School,tx-austin
150,Austin,TX,2016-11-01,Harassment,General Antisemitism,Not Specified,Student,In School,tx-austin
6043,Austin,TX,2018-05-01,Harassment,Holocaust Denial,Teacher,Not Specified,In School,tx-austin
6043,Austin,TX,2018-05-01,Harassment,Conspiracy,Teacher,Not Specified,In School,tx-austin
10060,Austin,TX,2019-01-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,tx-austin
10060,Austin,TX,2019-01-01,Vandalism,Nazi,Not Specified,Not Specified,In School,tx-austin
9590,Austin,TX,2019-02-01,Harassment,General Antisemitism,Teacher,Student,In School,tx-austin
12042,Austin,TX,2019-10-01,Harassment,General Antisemitism,Student,Student,Not Specified,tx-austin
12042,Austin,TX,2019-10-01,Harassment,Nazi,Student,Student,Not Specified,tx-austin
2094,Round Rock,TX,2016-05-01,Harassment,General Antisemitism,Not Specified,Student,In School,tx-round rock
10011,Kaysville,UT,2019-10-01,Performance,Nazi,Student,Not Specified,In School,ut-kaysville
6507,Bluffdale,UT,2018-10-01,Harassment,General Antisemitism,Student,Student,Not Specified,ut-bluffdale
6801,Millcreek,UT,2018-11-01,Harassment,Nazi,Student,Not Specified,In School,ut-millcreek
2116,Salt Lake City,UT,2016-11-01,Harassment,Nazi,Teacher,Student,In School,ut-salt lake city
5880,Salt Lake City,UT,2018-04-01,Vandalism,Nazi,Student,Student,Not Specified,ut-salt lake city
9538,Salt Lake City,UT,2019-01-01,Harassment,General Antisemitism,Student,Student,Not Specified,ut-salt lake city
9538,Salt Lake City,UT,2019-01-01,Harassment,Oppression Connection,Student,Student,Not Specified,ut-salt lake city
2214,Sandy,UT,2016-10-01,Harassment,Nazi,Not Specified,Not Specified,In School,ut-sandy
4647,Park City,UT,2017-02-01,Harassment,General Antisemitism,Student,Student,Not Specified,ut-park city
10320,Richmond,VA,2019-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,va-richmond
10320,Richmond,VA,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,va-richmond
10829,Alexandria,VA,2019-10-01,Cyberbullying,Nazi,Not Specified,Student,Social Media,va-alexandria
10320,Richmond,VA,2019-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,va-richmond
10320,Richmond,VA,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,va-richmond
10247,Annandale,VA,2019-04-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,va-annandale
10247,Annandale,VA,2019-04-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,va-annandale
422,Burke,VA,2016-11-01,Cyberbullying,Nazi,Not Specified,Student,Social Media,va-burke
422,Burke,VA,2016-11-01,Cyberbullying,General Antisemitism,Not Specified,Student,Social Media,va-burke
422,Burke,VA,2016-11-01,Cyberbullying,Oppression Connection,Not Specified,Student,Social Media,va-burke
4654,Fairfax,VA,2017-02-01,Bomb Threat,General Antisemitism,Not Specified,School,In School,va-fairfax
10113,Falls Church,VA,2019-02-01,Vandalism,Nazi,Not Specified,Not Specified,School Grounds,va-falls church
10320,Richmond,VA,2019-05-01,Vandalism,General Antisemitism,Not Specified,Not Specified,In School,va-richmond
10320,Richmond,VA,2019-05-01,Vandalism,Oppression Connection,Not Specified,Not Specified,In School,va-richmond
4669,Ashburn,VA,2017-08-01,Vandalism,Nazi,Not Specified,Not Specified,In School,va-ashburn
1304,Leesburg,VA,2016-11-01,Harassment,General Antisemitism,Not Specified,Student,Not Specified,va-leesburg
7137,Manassas,VA,2018-12-01,Vandalism,Nazi,Not Specified,Not Specified,In School,va-manassas
